"","title","author","date","body","url","just_stop_oil"
"11","Pair held after orange paint sprayed on aircraft","By Mariam Issimdar",2024-06-20,"Two women have been arrested on suspicion of criminal damage after orange paint was sprayed over private jets at Stansted Airport in Essex. Police were called to a private area of the airfield at 5:10 BST after reports two people had gained access and caused damage to two aircraft. In a post on X, Just Stop Oil claimed responsibility and claimed singer Taylor Swift's aircraft had been parked there. Stansted Airport denied Swift's jet was at the airfield.  Just Stop Oil said it was ""demanding an emergency treaty to end fossil fuels by 2030"". An airport spokesman said protesters had entered the private aviation area of the airfield, away from the runway and main passenger terminal. ""As a precaution, runway operations were suspended for a short period, but no flights were disrupted, and the airport and flights are operating as normal,"" he added. Chief Supt Simon Anslow said: “I would like to reassure passengers and the wider public that we are well prepared and resourced to deal with incidents of this nature. “Almost immediately after we were made aware of this incident, which took place away from the main passenger terminal, we were on the scene. “We maintain a constant presence at the airport and this presence will be heightened over the summer period. “We have a good working relationship with Manchester Airport Group and Stansted Airport to ensure you can go about your travels with minimal impact. “We are not anti protest but we will always take action where criminal acts take place.”","https://www.bbc.com/news/articles/c9eedx9legpo",1
"12","Orange powder paint sprayed on Stonehenge is removed","By Leigh Boobyer",2024-06-20,"Orange powder paint sprayed on to part of Stonehenge by activists has been removed. Two Just Stop Oil protesters were arrested, after spraying the historic site near Salisbury, Wiltshire, with cornflour at about 12:00 BST on Wednesday. English Heritage chief executive, Dr Nick Merriman, said there appeared to be ""no visible damage"" to the 5,000-year-old landmark after experts cleaned the site. Speaking on BBC Radio 4's Today programme, Dr Merriman also confirmed the site would be open for summer solstice celebrations as normal from 19:00 BST on Thursday. Wiltshire Police said the two protesters were released on bail ""to allow us additional time to work with specialists and progress our enquiries"". They had been arrested on suspicion of criminal damage, damaging an ancient monument and deterring a person from engaging in a lawful activity. English Heritage said the orange paint had been removed using a ""specialist handheld blower"". It told the BBC that if rain had come into contact with the powder, damage could have been significant. The stones are covered in more than fifty different lichens, some of them rare. This meant brushing or washing the paint off was not possible. An English Heritage spokesperson said: “We can’t understand why anyone who professes to care for the environment would attempt to harm such a monument and to distress people from all over the world, including those for whom Stonehenge holds a spiritual significance.” Dr Merriman said: ""It's difficult to understand and we're deeply saddened about this vandalism, but we've been really touched by the messages of sympathy and support we've had. ""Our experts have already managed to clean the orange powder from the stones because we were really worried about what would happen if they got in contact with water. ""So far, there seems to be no visible damage. The site is open to the public again and for the solstice tomorrow."" Dr Merriman called the act ""vandalism to one of the world's most celebrated ancient monuments"". He added: ""We wish people would channel their protests away from cultural heritage sites, museums and galleries because we feel that doesn't actually help their cause, and causes huge upset and disruption to the operation of these important sites."" The demonstration had been condemned by Prime Minister Rishi Sunak and Labour Party leader Sir Keir Starmer. Just Stop Oil said its motivation was to demand the next UK government to end the extraction and burning of oil, gas and coal by 2030. The group said the orange powder paint was cornflour and would ""wash away with rain"". It named the two protesters as Niamh Lynch, a 21-year-old student from Oxford, and Rajan Naidu, a 73-year-old from Birmingham, in a statement. Wiltshire Police confirmed two people had been arrested on suspicion of damaging the ancient monument on Wednesday.","https://www.bbc.com/news/articles/crgg0683e7po",1
"13","Two women charged after jets sprayed with paint","By Danny Fullbrook & PA Media",2024-06-21,"Two women have been charged after private jets were sprayed with orange paint by Just Stop Oil activists at Stansted Airport. Jennifer Kowalski, 28, and Cole Macdonald, 22, are accused of causing more than £5,000-worth of damage. Essex Police said Macdonald, of Baker Street, Brighton, and Kowalski, of Williamson Avenue, Dumbarton, have been charged with criminal damage, aggravated trespass and interfering with national infrastructure. Both women are due to appear at Chelmsford Magistrates' Court on Saturday. The force confirmed the private jet of pop star Taylor Swift, which Just Stop Oil said had landed at Stansted ""mere hours before"", was not at the airport at the time. Activists entered the airfield and painted two private jets using fire extinguishers filled with orange paint, the environmental group said. Police said said two people were arrested within nine minutes of them being called to the airport at 05:10 BST on Thursday. Ch Supt Simon Anslow said: ""I would like to reassure passengers and the wider public that we are well prepared and resourced to deal with incidents of this nature. ""Almost immediately after we were made aware of this incident, which took place away from the main passenger terminal, we were on the scene. ""We maintain a constant presence at the airport and this presence will be heightened over the summer period.""","https://www.bbc.com/news/articles/c722p513ld3o",1
"14","Newspaper headlines: 'Slip N Slide incident' and Stonehenge drama",NA,2024-06-22,"Headlines on local websites and newspapers in the West of England have been dominated by a mixture of Glastonbury Festival news and Stonehenge. Earlier in the week, Bristol Live's network content editor Steven Smith reported on the Just Stop Oil campaigners spraying Stonehenge with an orange paint. He explained how members of the public tried to intervene during the incident near Salisbury on Wednesday - the day before the Summer Solstice. The Swindon Advertiser also covered this and a day later wrote an article on the successful removal of the paint. It said a ""specialist handheld blower"" was used to clean the orange cornflour paint from the ancient monument. Early Friday morning brought a flurry of photographs from news outlets across the west on the summer solstice celebrations, where around 15,000 gathered at Stonehenge to watch the sunrise. The Wiltshire Times reported King Arthur Pendragon, a senior druid and pagan priest, had disapproved of the action earlier in the week. But explained this did not diminish the celebrations for those attending which he said included people from “every single continent”. The Wiltshire Gazette and Herald reported a group of people dressed as Mexican mushrooms took nine days to travel to the site. With only a handful of days to go until the gates of Glastonbury Festival open to revellers, Somerset Live kept a close eye on all of the weather reports. Content editor Daniel Clark reported on Great Western Railway revealing its 'Shania Train' ahead of the event. The new train will be used to drop off some of the thousands of festival-goers set to descend upon Castle Cary station next week. The Somerset Gazette, shared a special ""star filled"" photograph"" inspired by the festival's Pyramid Stage. In other news, a special tribute film for Wilf 'the egg man' Peddle' made by Tor Theatre was shared on the Normal For Glastonbury, Facebook page. Somerset Live, reported an air ambulance airlifted a boy to hospital after he got injured at the Slip N Slide attraction in Frome. Bristol Live, published an article on the latest in the Bristol Downs van dwellers saga where caravans and vehicles parked on the beauty spot were told to leave within the next two weeks. A post on the Weston-super-Mare in the Spotlight Facebook group gainied attention earlier this week when a resident reported seeing poeple walking all over the town's floral clock mural. The clock had been restored after being concreted over in February. Volunteers from Weston Lions Club have been responsible for looking after the clock for the last decade. Do you remember when that lorry that hit the M5 Gantry? The lorry driver was found guilty of dangerous driving this week and Burnham-on-sea.com re-shared the shocking footage. Anthony Baker, 48, had denied the charge, but was convicted by a jury after a two-day trial at Bristol Crown Court. Finally, a fun day of dressing up in Victorian clothes was had by Chalford Hill Primary School pupils in Stroud this week. The school was celebrating its 150th birthday.","https://www.bbc.com/news/articles/cp44lqz1l70o",1
"15","'Tory wipeout' and 'nothing sacred'",NA,2024-06-20,"The Guardian leads on Labour plans to close the gender pay gap. In an interview with the paper, Rachel Reeves says she'll make flexible working the norm if she breaks the ""last glass ceiling in politics"" and becomes the UK's first female chancellor. Noting that a woman has never been in charge of the nation's finances before, she tells the paper she she feels a ""big responsibility"" to solve inequality in the workplace ""once and for all."" ""Tory Wipeout"" is the headline in the Daily Telegraph. An opinion poll for the paper suggests both Rishi Sunak, and the Chancellor Jeremy Hunt, are at risk of losing their seats at the election.  According to the analysis - by the research companies Savanta and Electoral Calculus - around three quarters of the cabinet could be voted out. Analysing the results of the poll, the Telegraph's associate editor, Gordon Rayner, says Kemi Badenoch could become the future of the Conservative party ""by default"" - as the only ""big beast"" in the cabinet left standing. The results of another, YouGov poll of 35,000 voters is the main story in the Times. The seat-by-seat analysis suggests Labour are on course to win the biggest majority of any party in a century - with the Conservatives haemorrhaging support to Reform and the Lib Dems. The Financial Times says the latest figures on inflation ""delivered a filip"" to the prime minister, as he seeks to ""turn around"" his party's election campaign. Hitting the two per cent target for the first time in three years marks what it calls a ""milestone for the economy."" The Sun calls it ""Rishi's reward"" - for fighting off crazy union pay demands in the NHS. The Daily Mirror says he deserves no credit - given so many households are still struggling to make ends meet. The Daily Mail reports that the Post Office has published on its website the full names and addresses of 555 sub-postmasters, wrongly accused of fraud in the Horizon IT scandal. The paper says it appears to have uncovered a ""staggering data breach"" - described by some of the victims as another ""betrayal."" The confidential list has now been taken down. The Post Office said it had begun an investigation. ""Is nothing sacred?"" the Mail asks, on its front page, after Just Stop Oil protestors sprayed the Stonehenge with orange paint. The paper says the stunt, by what it calls ""eco fanatics"", caused outrage on the eve of the summer solstice. ""Just lock them up"" is the headline in the Daily Express. The paper carries a comment piece by the home secretary, James Cleverly, who describes what happened as a ""reckless and idiotic assault on the fabric of our nation"" - by what he calls ""hemp-wearing hoodlums."" The Times reports on what it says is the first ever scientific experiment on one of the most talked about consequences of the coronavirus pandemic - the rise of working from home. The randomised trial, involving more than 16 hundred workers at a Chinese technology company, sought to establish whether work from home makes employees more productive - or gives the lazy an excuse to slack off. The conclusion: staff who are allowed to stay home for part of the week are no more efficient than those who stay in the office....but they are happier. Sign up for our morning newsletter and get BBC News in your inbox.","https://www.bbc.com/news/articles/cgrrlj4m5y3o",1
"16","Stonehenge solstice sunrise attracts 15,000 people","By Sophie Parker, Harriet Robinson, Dan O'Brien & Marie Lennon",2024-06-21,"About 15,000 people have gathered at Stonehenge to watch the summer solstice sunrise. It is one of the rare occasions people can get close to the stones at the historic site near Salisbury in Wiltshire. It went ahead as normal after Just Stop Oil protestors sprayed orange powder paint on the stones on Wednesday. English Heritage has removed the paint with a specialist air blower, but if rain had come into contact with it, there could have been significant damage. The charity's historic properties director Kate Logan said: ""I think all the people who attended solstice today were just really pleased to come and see the stones looking spectacular. The incident is behind us now. ""We're really thrilled with how the event has gone this year. We don't often get such a glorious sunrise but today we've been very lucky."" People come from all over the world to see the summer solstice at the 5,000 year old site. Tammy McCollam said she had travelled about 5,000 miles from Washington in the US specifically for the event. “It’s amazing. When I was able to touch the stones, it just felt so emotional, incredible. ""I just felt called to come, this is a bucket list trip.” The site opened on Thursday evening and there was a crowd for the sunset, with many staying throughout the night to watch the sunrise on Friday morning. The sounds of drumming and cheers from the crowd could be heard as the sun came up. Druids and other members of the pagan community gathered too, with the event a spiritual time for many. Carolyn Pare was one of the visitors and said: “There's a beautiful camaraderie and energy. It's a completely moving, spiritual experience to be here.” Wiltshire Police always has a presence at the event but after the Just Stop Oil protest, Deputy Chief Constable Craig Dibdin said they had immediately reviewed their plans with organisers and were happy with them. DCC Dibdin said it had been ""very safe"", with only been one arrest for a minor assault. ""It's been a really successful, good humoured event,"" he added. Other places in the West Country also attract solstice crowds, in particular at Avebury, also in Wiltshire, and Glastonbury Tor in Somerset.","https://www.bbc.com/news/articles/c7224qlenmeo",1
"17","Paint sprayed in air outside duke's wedding","By Chris Long",2024-06-07,"Two women have been arrested after orange powder paint was sprayed into the air as the Duke of Westminster and his new wife left Chester Cathedral after their wedding. Hugh Grosvenor, the godson of King Charles III, married Olivia Henson at the cathedral earlier, with Prince William serving as an usher in their wedding party. Campaign group Just Stop Oil said two of its supporters had used the devices to project powder paint near the entrance as the newlyweds made their way to a car. Cheshire Police said a 69-year-old from Manchester and a 73-year-old from Suffolk had been arrested on suspicion of public order offences and remained in custody.","https://www.bbc.com/news/articles/cd11k50vy95o",1
"18","Duke's wedding protest women released on bail","By Paul Burnell",2024-06-10,"Two women who were arrested after a protest outside the Duke of Westminster’s wedding have been released on bail. Billionaire aristocrat Hugh Grosvenor, 33, and bride Olivia Henson, 31, were outside Chester Cathedral with members of their wedding party, including the Prince of Wales, when orange powder paint was released from a fire extinguisher by a member of the crowd. Police said the two women, aged 69 and 73, who were arrested on suspicion of public order offences had now been bailed until September 2. Just Stop Oil claimed responsibility for the protest. A Cheshire Police spokesman said: “Shortly after 1pm on Friday, a coloured flare was released by two women, believed to be protesting on behalf of Just Stop Oil, in St Werburgh Street, Chester. “Officers were immediately on the scene and two women were quickly arrested on suspicion of public order offences. “The 69-year-old woman, from Bristol, and 73-year-old woman, from Ipswich, have both been released on police bail until September 2.” About 400 guests, including Princess Eugenie and TV producer Phil Redmond, attended the wedding before a reception was held at the duke’s family estate at nearby Eaton Hall.","https://www.bbc.com/news/articles/crggke99qygo",1
"19","Duke and duchess 'touched' by wedding wishes","By Rumeana Jahangir & PA Media",2024-06-09,"The Duke and Duchess of Westminster have thanked guests and well-wishers for making their wedding day “so memorable”. Hugh Grosvenor, a godson of King Charles, married Olivia Henson at Chester's medieval cathedral on Friday - with Prince William attending as an usher. The duke is one of the richest men in the country, with a fortune estimated to be worth £10.1 billion. In a joint statement, the newlyweds said: ""We have been incredibly touched by everyone's amazing support and warm wishes."" About 400 guests, including Princess Eugenie and TV producer Phil Redmond, attended the wedding before a reception was held at the duke’s family estate at nearby Eaton Hall. The King and Queen were not present after travelling to France for D-Day commemorations, while the Princess of Wales did not attend as she continues to undergo cancer treatment. The Duke of Sussex was also not present. The couple said: ""We are deeply grateful to everyone who supported us yesterday and want to extend a special thank you to those in Chester who helped make our day so memorable."" People in the city centre were offered free ice creams in honour of the occasion, after the couple teamed up with three local independent businesses to provide the treats. The city’s annual Summer Flowers project was also funded by the duke and duchess, with 100,000 flowers planted as part of the wedding celebrations. The duke became a billionaire on inheriting his title and control of the Grosvenor Estate at the age of 25, following his father’s death in 2016. His firm, Grosvenor Group, owns property in London's wealthy Mayfair and Belgravia districts, as well as city centre developments such as the Liverpool One shopping centre. Two women, aged 69 and 73, were arrested after orange powder was released as guests left the ceremony. Just Stop Oil said the pair were supporters of their group and disrupted the ceremony as part of calls on the government to phase out fossil fuels by 2030.","https://www.bbc.com/news/articles/cj77r1km5mko",1
"20","William among guests at Duke of Westminster's wedding","By Rumeana Jahangir, Chris Long & PA News",2024-06-07,"Thousands of well-wishers gathered in Chester for the wedding of the Duke of Westminster, where the Prince of Wales acted as an usher. Hugh Grosvenor, the godson of King Charles III, married Olivia Henson at the city's cathedral earlier. The 33-year-old duke is godfather to Prince George, but the 10-year-old could not join his father at the ceremony due to it falling on a school day. Two women were removed from the crowd by police after an orange plume was deployed from a fire extinguisher-type device as the couple left the cathedral. Campaign group Just Stop Oil said two of its supporters had used the device to project powder paint near the cathedral entrance as the newlyweds made their way to a car. Cheshire Police said two women, a 69-year-old from Manchester and 73-year-old from Suffolk, had been arrested on suspicion of public order offences and remained in custody. The duke is regarded as one of the richest people in the UK, with a fortune of about £10bn, while his bride has worked in the sustainable food and drinks industry. Along with being a godparent for Prince George, he is also reported to be godfather to the Duke of Sussex's son, Prince Archie. Prince Harry, who was an usher with his brother at the wedding of the duke’s sister Lady Tamara Grosvenor in 2004, is understood not to have attended the service by mutual agreement. The King and Queen Camilla did not attend the service, after travelling to Normandy for the D-Day commemorations on Thursday. The Princess of Wales, who is receiving treatment for cancer, also did not attend. The bride wore a dress and veil designed by Emma Victoria Payne, embroidered with floral motifs and edgings from Ms Henson's great-great-grandmother's veil from about 1880. The 31-year-old also wore a vintage tiara, incorporating a myrtle leaf design, which was made by the prestigious Russian jewellery craftmakers Fabergé for Grosvenor brides and has been worn on their wedding days since 1906. Her bouquet was made of flowers picked from the gardens of Eaton Hall, the duke's country house. Members of the public began arriving outside the cathedral from early in the morning, bringing camping chairs and picnics. By the time of the service, thousands were gathered outside the cathedral and in the surrounding streets and many of them witnessed the protest as the couple re-emerged. Barbara Williams, 81, from Cheshire, who was standing next to the protesters in the crowd, said she felt ""a bit shaken after it"". She said she and her friend Andrea Machin, 56, had been ""standing next to them all day"". ""They were already here when we arrived at 07:00 [and] they had shopping trolleys with them,"" Ms Machin said. ""Everyone was watching the bride and groom and then we just saw orange and they had what looked like a fire extinguisher with them. ""The police realised quite quickly what was happening and pulled them out. ""It happened just as William was coming out of the door."" In a statement issued by Just Stop Oil, the protesters said weddings were ""a time of coming together in celebration to make a commitment to the future"", but for ""countless millions around the world there is no future unless we come together to stop oil and gas"". A representative for the duke and Ms Henson said it meant ""a lot"" for them to marry in Chester, due to the Grosvenor family's ""long and close personal connection to both the cathedral and the city"". They said the couple had ""made a conscious effort to involve local and regional suppliers in several aspects of the day"". ""The couple have also been moved by the messages of support they have received from around the region and are hugely grateful that people want to share in their happiness,"" they added. The city’s annual Summer Flowers project has been funded by the couple, with 100,000 flowers planted as part of the wedding celebrations and they have also paid for free ice cream and sorbet from three local independent businesses to be given to visitors to Chester city centre through the day. Poppy, a student at the University of Chester, was one of those indulging in a free ice cream. She said it was ""great to see the people and the businesses together"". ""It’s really fun to get the students out in the city and involved,"" she added. The duke inherited his title and control of the Grosvenor Estate at the age of 25, following his father's death in 2016, and the couple announced their engagement in April 2023 after being together for two years. Sign up here to get the latest royal stories and analysis straight to your inbox every week with our Royal Watch newsletter. Those outside the UK can sign up here.","https://www.bbc.com/news/articles/c3ggpwx27ydo",1
"21","Tories accepted donation from Hester after Abbott row","By Henry Zeffman",2024-06-06,"The Conservative Party accepted a further donation from Frank Hester, after he had been accused of making racist comments about Labour's Diane Abbott. The businessman donated £150,000 to the party through his healthcare software company, The Phoenix Partnership, on 8 March. The donation was then formally accepted by the Tories on 14 March, according to the Electoral Commission. New figures released by the commission also confirm he donated £5m in January, before he became embroiled in the row. Mr Hester previously made £10m of donations to the Conservatives last year. In March – after the latest £5m was donated but before it was known about – the tech boss was thrust to the centre of a political controversy after claims he made comments to staff saying that Ms Abbott “should be shot”. The £150,000 donation was accepted the day after Rishi Sunak faced a volley of criticism at prime minister’s questions about Mr Hester. He condemned the alleged comments as “wrong” and “racist”, but made clear that the Conservatives would not return Mr Hester’s money. Mr Hester apologised for making ""rude"" comments about Ms Abbott but said his remarks ""had nothing to do with her gender nor colour of skin"". He declined to comment when approached by the BBC about the latest donations. Ms Abbott accused Mr Sunak of ""pure hypocrisy"" for accepting donations from Mr Hester. ""If he really objected to Hester’s remarks Sunak would not still be taking his money,"" she told the BBC. Labour Party chairwoman Anneliese Dodds said: ""Rishi Sunak has proven he is a man with no integrity. “He is too weak to return the money donated by a man who has made violent, misogynist, and racist remarks which belong nowhere near our politics."" Liberal Democrat deputy leader Daisy Cooper said: “How low can Rishi Sunak’s Conservatives go? If the Conservatives spend this money they will be proudly funded by a man who made the most appalling racist and sexist comments. ""Ultimately the buck stops with Rishi Sunak. Sunak must personally intervene and make sure not a penny of this money is spent."" A Conservative Party spokesman said: “Mr Hester has rightly apologised for comments made in the past. ""As Mr Hester has apologised and shown contrition and we consider the matter resolved."" A number of former employees of Mr Hester have told the BBC he regularly made remarks they regarded as racist and sexist. Two of them said they recalled him making comments about Asian people. One said he referred to some staff as ""the Asian girls"". Another said he mimicked accents in meetings. Another ex-employee criticised the prime minister for accepting Mr Hester's apology, saying: ""It's not a one off... There was absolutely a culture of Frank making seriously awful comments."" All the former employees spoke to the BBC in March on the basis of anonymity. Mr Hester was by far the Conservatives’ biggest donor in the first quarter of 2024. The next biggest was Sir Peter Wood, the founder of Direct Line, who gave the party £500,000. Other notable donors include the businessmen Lord Hintze and Lord Ashcroft, who each donated £50,000. In the same period Labour received £1.6m from Ecotricity, the company controlled by Dale Vince, taking his recent donations to the Labour Party to around £4m. Mr Vince attracted controversy last year after it emerged he had also donated to Just Stop Oil. He stopped funding the campaign group in October, saying their protests were “counterproductive”. Labour also accepted £700,000 from the hedge fund manager Martin Taylor. Away from the business world, the party received £180,000 from Grayson Perry and £85,000 from Maggi Hambling, both artists. by Daniel Wainwright, BBC Verify Mr Hester’s company was the source of more than half of all donations declared by the Conservatives in the first few months of 2024. Electoral Commission data shows the party received just under £9m from 189 sources, excluding public funds. Just over £5m of that was from Mr Hester’s company, the Phoenix Partnership. Mr Hester and his company also donated more than £10m declared in 2023. Total donations received by the Tories and declared the first quarter of 2024 were 26% down on the same period in 2023. Labour, meanwhile, has seen donations rise 67% (almost £3m more) in January to March 2024 compared with the same three months of 2023, donations to the Lib Dems are up by 83% (over £1m more) and donations to the Greens have doubled (rising by £181,000). Reform UK has declared £25,000 in donations but its former leader Richard Tice has previously loaned the party money, details of which are recorded separately from donations by the Electoral Commission. Labour’s biggest donor, electicity company Ecotricity, provided 22% of all donations the party registered in the first quarter of 2024. Ecotricity was founded by Dale Vince, who has also given money to Just Stop Oil. The largest sum donated to Labour by a union was £381,837 from Unite, but this was Labour’s fourth biggest source of donations in that three-month period. A total of £10m of donations from Mr Hester last year had already been revealed in the Electoral Commission register. There is a three-month lag before donations are made public by the commission. Tortoise Media reported in March that the Tories had received a further £5m from the businessman but the Tories had previously refused to confirm whether this was the case. Mr Hester allegedly said in 2019 that veteran MP Diane Abbott made him ""want to hate all black women"" and should ""be shot"". At the time the comments were reported, Ms Abbott was suspended from sitting as a Labour MP for saying Irish, Jewish and Traveller people were not subject to racism ""all their lives"". She withdrew her remarks and apologised ""for any anguish caused"". The row increased pressure on Labour leader Sir Keir Starmer to lift the suspension of Ms Abbott, who was the first black woman to be elected to Parliament. However, the former shadow home secretary and veteran left-winger, who is a close ally of former leader Jeremy Corbyn, was only readmitted to the party last week. There was still uncertainty over whether she would be allowed to run as Labour’s candidate in her former seat of Hackney North and Stoke Newington until Sir Keir said she would be free to stand for the party on Friday.","https://www.bbc.com/news/articles/c900138vek4o",1
